alpha,epsilon,performance
0.9,0.45,101878.7065282301
0.9,0.46,96511.6035445754
0.9,0.47,93236.16229627444
0.9,0.48,88720.53231030946
0.9,0.49,87509.09917032746
0.9,0.5,82044.75809636443
0.9,0.51,75621.74707059746
0.9,0.52,70877.89003117813
0.9,0.53,67376.36716596916
0.9,0.54,63905.60070577116
0.9,0.55,61552.01562276912
0.9,0.56,60367.19166718447
0.9,0.57,52780.72483870193
0.9,0.58,47018.901621613964
0.9,0.59,47659.85440676888
0.9,0.6,39069.94420320574
0.9,0.61,39612.72066365885
0.9,0.62,33883.14905879807
0.9,0.63,29152.806573988237
0.9,0.64,27649.903746915956
0.9,0.65,23725.43864846867
0.9,0.66,22132.919210444623
0.9,0.67,20696.059359143168
0.9,0.68,12693.123328890375
0.9,0.69,8412.748563411416
0.9,0.7,3441.417985532925
0.9,0.71,192.0136175035077
0.9,0.72,1208.6515509743367
0.9,0.73,-4837.681354936643
0.9,0.74,-6909.616473577335
0.9,0.75,-13204.977007355723
0.9,0.76,-13020.088404932805
0.9,0.77,-18913.40447460494
0.9,0.78,-23023.743198166547
0.9,0.79,-26619.652164133076
0.9,0.8,-30094.592321165503
0.9,0.81,-35462.83488756713
0.9,0.82,-40356.159646317356
0.9,0.83,-39673.898125681175
0.9,0.84,-43166.03096262514
0.9,0.85,-43338.48099884138
0.9,0.86,-49522.321459549574
0.9,0.87,-52868.885710993505
0.9,0.88,-56352.38646993868
0.9,0.89,-56945.30839815117
0.9,0.9,-65941.8333173319
0.9,0.91,-64720.92811556164
0.9,0.92,-66125.75248263084
0.9,0.93,-72738.1362345248
0.9,0.94,-71426.63252224514
0.9,0.95,-73843.5148222076
0.9,0.96,-85646.69570562211
0.9,0.97,-85903.64966158941
0.9,0.98,-89305.59412864367
0.9,0.99,-91521.46910044609
0.9,1.0,-94996.11115800362
0.91,0.0,137488.75148315317
0.91,0.01,183655.87286891637
0.91,0.02,209736.79215654032
0.91,0.03,223612.4494934315
0.91,0.04,232446.6900871908
0.91,0.05,241236.22909078375
0.91,0.06,238316.10795022413
0.91,0.07,240941.41145348747
0.91,0.08,240341.943463554
0.91,0.09,240351.3780556552
0.91,0.1,236848.45198553297
0.91,0.11,233306.2851031461
0.91,0.12,230270.63697072543
0.91,0.13,228359.482519694
0.91,0.14,224089.9369613038
0.91,0.15,222504.36023030832
0.91,0.16,217250.82228010957
0.91,0.17,212435.93330869704
0.91,0.18,209228.05298271243
0.91,0.19,205519.18805802552
0.91,0.2,202674.11486791982
0.91,0.21,196632.98017128036
0.91,0.22,192536.40701213258
0.91,0.23,190040.5005464886
0.91,0.24,186246.08430703162
0.91,0.25,182917.87096560185
0.91,0.26,178225.60933619668
0.91,0.27,174714.76543015818
0.91,0.28,169292.59444355546
0.91,0.29,166400.93376812973
0.91,0.3,162040.32805501742
0.91,0.31,157691.27730754908
0.91,0.32,154076.4637981275
0.91,0.33,150870.55636959246
0.91,0.34,146793.0646348163
0.91,0.35,141551.35449579457
0.91,0.36,138709.3908447256
0.91,0.37,133546.6158308181
0.91,0.38,128751.88363315098
0.91,0.39,126146.45551848593
0.91,0.4,122241.87081479529
0.91,0.41,116257.07491016698
0.91,0.42,113691.69903188325
0.91,0.43,110464.33958521007
0.91,0.44,105939.6818432552
0.91,0.45,101995.0561710326
0.91,0.46,97341.59041920601
0.91,0.47,92299.62501066948
0.91,0.48,88604.80881960354
0.91,0.49,85449.36041933353
0.91,0.5,78448.16048958326
0.91,0.51,78417.87799913246
0.91,0.52,72566.55159815731
0.91,0.53,69593.45371987356
0.91,0.54,66478.36766398135
0.91,0.55,60666.23715045652
0.91,0.56,57460.8223936941
0.91,0.57,54539.77066327621
0.91,0.58,47917.8449696449
0.91,0.59,45664.51423089314
0.91,0.6,43884.77604912133
0.91,0.61,40848.15927152779
0.91,0.62,34357.84547458074
0.91,0.63,30088.4978465184
0.91,0.64,23410.28822820018
0.91,0.65,26146.712716085596
0.91,0.66,21553.25071384269
0.91,0.67,16394.36897816649
0.91,0.68,12899.833424134542
0.91,0.69,9206.018086162974
0.91,0.7,4938.640466434525
0.91,0.71,1418.7052212091257
0.91,0.72,-352.8325672163219
0.91,0.73,-5033.881523888733
0.91,0.74,-10044.806450503296
0.91,0.75,-10764.91172880197
0.91,0.76,-13669.015931404901
0.91,0.77,-19461.319299434315
0.91,0.78,-20161.57792256082
0.91,0.79,-26641.978988962437
0.91,0.8,-27178.034536010582
0.91,0.81,-33632.697008128234
0.91,0.82,-34734.35001351412
0.91,0.83,-37324.254531847255
0.91,0.84,-42620.08489481328
0.91,0.85,-47491.25504146384
0.91,0.86,-45877.97006665323
0.91,0.87,-51758.35058395877
0.91,0.88,-55024.85653473511
0.91,0.89,-57419.44222131522
0.91,0.9,-65391.460744584205
0.91,0.91,-64467.43950006392
0.91,0.92,-66483.38729707836
0.91,0.93,-73948.44241725681
0.91,0.94,-73281.3299236029
0.91,0.95,-79750.72864255114
0.91,0.96,-84375.25279509777
0.91,0.97,-86472.68843565736
0.91,0.98,-89305.59412864367
0.91,0.99,-91521.46910044609
0.91,1.0,-94996.11115800362
0.92,0.0,137488.75148315317
0.92,0.01,181232.98270266457
0.92,0.02,208688.46509789512
0.92,0.03,220837.86043798932
0.92,0.04,235623.23053065347
0.92,0.05,240532.2835543798
0.92,0.06,237723.11915756806
0.92,0.07,242681.4815568031
0.92,0.08,239151.60284523584
0.92,0.09,241639.69463070596
0.92,0.1,236719.11618833087
0.92,0.11,235269.3942788943
0.92,0.12,230765.40347450614
0.92,0.13,227087.33084433572
0.92,0.14,224166.47640220844
0.92,0.15,222679.03174114018
0.92,0.16,217537.96778202994
0.92,0.17,215058.562451177
0.92,0.18,209615.90526209888
0.92,0.19,204871.87135920336
0.92,0.2,202850.2314805971
0.92,0.21,196424.22118884098
0.92,0.22,194358.45167800912
0.92,0.23,190230.0240919315
0.92,0.24,186115.83690663413
0.92,0.25,182530.72147605114
0.92,0.26,179063.94974780874
0.92,0.27,175878.17815724536
0.92,0.28,169043.10115359226
0.92,0.29,166881.4053119074
0.92,0.3,163601.6189513118
0.92,0.31,156353.60395221188
0.92,0.32,155916.91518416745
0.92,0.33,149639.5436276376
0.92,0.34,145875.24089183388
0.92,0.35,142309.29862564977
0.92,0.36,137754.37677031252
0.92,0.37,135048.51539484927
0.92,0.38,130139.93253765175
0.92,0.39,124754.53783376612
0.92,0.4,120549.83125179172
0.92,0.41,114416.37182645986
0.92,0.42,108327.06797830135
0.92,0.43,110928.40509802979
0.92,0.44,106638.70382242408
0.92,0.45,102474.85479511932
0.92,0.46,97355.87520103029
0.92,0.47,93331.8706896208
0.92,0.48,87827.42427909646
0.92,0.49,84263.63373909953
0.92,0.5,80055.49970705387
0.92,0.51,75618.79577275037
0.92,0.52,73194.29258758051
0.92,0.53,67854.17315231678
0.92,0.54,63323.031651034085
0.92,0.55,59117.71240709139
0.92,0.56,55951.38012796006
0.92,0.57,56653.578209679385
0.92,0.58,46722.5520177808
0.92,0.59,47534.174797744796
0.92,0.6,42346.8644444555
0.92,0.61,38771.96054783863
0.92,0.62,32432.259405613717
0.92,0.63,30557.88868429503
0.92,0.64,23341.868685705256
0.92,0.65,25561.808191601318
0.92,0.66,21452.72922127652
0.92,0.67,18440.466087640616
0.92,0.68,11217.191809214393
0.92,0.69,9527.868650771725
0.92,0.7,6902.752159743347
0.92,0.71,1045.0589326561385
0.92,0.72,-135.3476595124621
0.92,0.73,-2798.4091112490314
0.92,0.74,-7661.6759535788715
0.92,0.75,-9697.333312636662
0.92,0.76,-18578.68717111688
0.92,0.77,-18709.964563052996
0.92,0.78,-25032.87797095179
0.92,0.79,-29851.12162798423
0.92,0.8,-30696.079730984726
0.92,0.81,-33333.12324335441
0.92,0.82,-36269.19581655215
0.92,0.83,-40621.222745214676
0.92,0.84,-42533.77141166877
0.92,0.85,-46264.93605370599
0.92,0.86,-49130.352366743246
0.92,0.87,-50952.794920070075
0.92,0.88,-53226.69143923586
0.92,0.89,-55335.406914751584
0.92,0.9,-64095.3235615297
0.92,0.91,-61808.922344186634
0.92,0.92,-64690.566585053755
0.92,0.93,-72566.51461351367
0.92,0.94,-76237.63346244466
0.92,0.95,-76900.43568741654
0.92,0.96,-86090.78370151893
0.92,0.97,-86468.45337867738
0.92,0.98,-87171.51851737668
0.92,0.99,-91521.46910044609
0.92,1.0,-94996.11115800362
0.93,0.0,137488.75148315317
0.93,0.01,182136.6303435994
0.93,0.02,207014.7198587607
0.93,0.03,216940.5839820748
0.93,0.04,236333.66449533738
0.93,0.05,238856.74694675868
0.93,0.06,238585.68797316338
0.93,0.07,242983.17818755837
0.93,0.08,240969.98427287067
0.93,0.09,238444.08432882305
0.93,0.1,236018.42963410402
0.93,0.11,233120.35693912982
0.93,0.12,232084.1217596009
0.93,0.13,227967.70631504315
0.93,0.14,225391.48672171927
0.93,0.15,220706.4241801846
0.93,0.16,216880.1887152457
0.93,0.17,212442.44675741816
0.93,0.18,209380.3709116301
0.93,0.19,206661.54710526136
0.93,0.2,202843.98431670846
0.93,0.21,197597.75627998202
0.93,0.22,191588.9728379222
0.93,0.23,191597.9788499092
0.93,0.24,185176.10364045
0.93,0.25,181513.7866025083
0.93,0.26,177014.82083561918
0.93,0.27,174173.59820845685
0.93,0.28,166794.99636382394
0.93,0.29,166684.5394016381
0.93,0.3,161266.97367371825
0.93,0.31,154876.16915942813
0.93,0.32,153705.2670122674
0.93,0.33,148870.97154463557
0.93,0.34,145462.1788799142
0.93,0.35,141160.73754745602
0.93,0.36,135777.92905771037
0.93,0.37,134012.30698034933
0.93,0.38,132042.39957674863
0.93,0.39,126060.18620967942
0.93,0.4,120346.4142143602
0.93,0.41,115934.60936542919
0.93,0.42,112058.67751387262
0.93,0.43,110883.78449079857
0.93,0.44,104184.83687023749
0.93,0.45,101800.59629947758
0.93,0.46,97232.0917769811
0.93,0.47,93551.4752603807
0.93,0.48,88355.34394817607
0.93,0.49,84546.97614385537
0.93,0.5,81063.55747240527
0.93,0.51,74609.70751976864
0.93,0.52,72597.35780819408
0.93,0.53,69980.51344054729
0.93,0.54,66851.20268211955
0.93,0.55,61103.27428088932
0.93,0.56,56115.09415007387
0.93,0.57,54441.118777491254
0.93,0.58,47424.98031646056
0.93,0.59,47471.68904604577
0.93,0.6,40584.35603040557
0.93,0.61,41674.79043631654
0.93,0.62,32864.24687356807
0.93,0.63,31336.229073028022
0.93,0.64,24418.724866644407
0.93,0.65,24746.76954726105
0.93,0.66,20892.57792516216
0.93,0.67,15744.357838439579
0.93,0.68,11718.065619686264
0.93,0.69,10899.750109687036
0.93,0.7,7034.6128617686945
0.93,0.71,1752.0901043011627
0.93,0.72,-1283.40630327515
0.93,0.73,-6216.698980050965
0.93,0.74,-6929.589150668382
0.93,0.75,-13954.457719762944
0.93,0.76,-17016.998878910745
0.93,0.77,-19650.40513182507
0.93,0.78,-21521.4637327776
0.93,0.79,-28358.350662145254
0.93,0.8,-30640.97531340918
0.93,0.81,-35735.35565926462
0.93,0.82,-33469.49531443679
0.93,0.83,-41512.45672566624
0.93,0.84,-47459.10731899
0.93,0.85,-45010.88796070472
0.93,0.86,-47332.9896727293
0.93,0.87,-50834.50670734036
0.93,0.88,-55661.74588296101
0.93,0.89,-58501.73204095366
0.93,0.9,-62513.23363299471
0.93,0.91,-64862.2490902447
0.93,0.92,-63491.82804159862
0.93,0.93,-71419.24290136152
0.93,0.94,-77099.46134918986
0.93,0.95,-76671.37632079735
0.93,0.96,-85163.34402583812
0.93,0.97,-86395.6081845359
0.93,0.98,-90930.0698124033
0.93,0.99,-91521.46910044609
0.93,1.0,-94996.11115800362
0.94,0.0,137488.75148315317
0.94,0.01,182474.41876963642
0.94,0.02,205590.33925852051
0.94,0.03,224021.13652810268
0.94,0.04,235695.7485938521
0.94,0.05,240443.36481889125
0.94,0.06,240179.6481662172
0.94,0.07,241851.48246309685
0.94,0.08,241204.25836792003
0.94,0.09,240272.76867095806
0.94,0.1,236510.0228501042
0.94,0.11,233793.98218935123
0.94,0.12,232244.5263752262
0.94,0.13,228789.8201705753
0.94,0.14,225281.8001575606
0.94,0.15,222716.82362531996
0.94,0.16,217278.51823408905
0.94,0.17,212074.98555924091
0.94,0.18,210991.50167063542
0.94,0.19,205682.6682168509
0.94,0.2,200618.64771864377
0.94,0.21,198156.3213845203
0.94,0.22,194716.4880798169
0.94,0.23,191525.8346629465
0.94,0.24,186165.30196643455
0.94,0.25,179035.63330088055
0.94,0.26,179193.7168847152
0.94,0.27,174466.8277460159
0.94,0.28,169218.79077941168
0.94,0.29,165078.47234017236
0.94,0.3,160820.89088677042
0.94,0.31,156420.3252816546
0.94,0.32,152357.10219980773
0.94,0.33,148556.93155841553
0.94,0.34,145757.16722089393
0.94,0.35,142266.48832883028
0.94,0.36,136986.50933261096
0.94,0.37,132800.8668396622
0.94,0.38,129341.13339036347
0.94,0.39,121682.10227582596
0.94,0.4,121580.08060546363
0.94,0.41,117060.46537049257
0.94,0.42,111885.34091260482
0.94,0.43,107237.56697323795
0.94,0.44,104158.25906425138
0.94,0.45,100464.59457719866
0.94,0.46,96598.39952444941
0.94,0.47,94369.12610898922
0.94,0.48,89220.05253047301
0.94,0.49,84924.25517705617
0.94,0.5,80599.88115475466
0.94,0.51,75153.284733331
0.94,0.52,74173.5026386644
0.94,0.53,69655.61757956908
0.94,0.54,64548.2819259347
0.94,0.55,59435.71801496032
0.94,0.56,57073.51745830286
0.94,0.57,53070.51547528588
0.94,0.58,50257.606276786115
0.94,0.59,48241.357592898945
0.94,0.6,42793.32154828867
0.94,0.61,41574.008276336084
0.94,0.62,32936.26479883253
0.94,0.63,31387.39776601437
0.94,0.64,25572.99477671872
0.94,0.65,23947.48085959319
0.94,0.66,18295.24554950395
0.94,0.67,13219.151415545552
0.94,0.68,12169.725770372617
0.94,0.69,9746.2228056214
0.94,0.7,7890.295450089209
0.94,0.71,400.17260795430775
0.94,0.72,-2699.05649305837
0.94,0.73,-7125.239224248757
0.94,0.74,-6459.521385189424
0.94,0.75,-11886.909780268517
0.94,0.76,-16313.112145222363
0.94,0.77,-18931.948030429758
0.94,0.78,-24377.387896666303
0.94,0.79,-29014.830080681008
0.94,0.8,-26798.369742776835
0.94,0.81,-34155.11018682447
0.94,0.82,-36559.96312747405
0.94,0.83,-40625.519991017645
0.94,0.84,-45347.65588833965
0.94,0.85,-46629.70934546209
0.94,0.86,-48177.40991929755
0.94,0.87,-50507.22480540501
0.94,0.88,-55501.43304755485
0.94,0.89,-57488.13235540116
0.94,0.9,-64792.076445904444
0.94,0.91,-62172.66679227006
0.94,0.92,-68659.60561953727
0.94,0.93,-74207.25945930171
0.94,0.94,-75957.8297188846
0.94,0.95,-76702.28937143122
0.94,0.96,-83545.64777933001
0.94,0.97,-86395.6081845359
0.94,0.98,-89474.54074625677
0.94,0.99,-91521.46910044609
0.94,1.0,-94996.11115800362
0.95,0.0,137488.75148315317
0.95,0.01,177711.77416356045
0.95,0.02,208222.22159397957
0.95,0.03,224905.1191541024
0.95,0.04,234695.46878645592
0.95,0.05,241482.87121448058
0.95,0.06,243228.68151739103
0.95,0.07,243036.54935131955
0.95,0.08,238486.12483081088
0.95,0.09,237105.12204110267
0.95,0.1,238140.95494259536
0.95,0.11,233681.85884459084
0.95,0.12,229597.7440216145
0.95,0.13,227511.3405024558
0.95,0.14,224203.96089842776
0.95,0.15,222149.74903110345
0.95,0.16,215572.97660679917
0.95,0.17,214347.3795631491
0.95,0.18,210848.02161269516
0.95,0.19,207918.6433157482
0.95,0.2,202207.90546014853
0.95,0.21,197795.02439112143
0.95,0.22,192777.1823808671
0.95,0.23,190979.55184555097
0.95,0.24,184783.62327101035
0.95,0.25,182083.13798374007
0.95,0.26,179185.0353391447
0.95,0.27,173564.07573435135
0.95,0.28,170444.35666384653
0.95,0.29,164532.04872563484
0.95,0.3,162260.36728082193
0.95,0.31,157347.71661283003
0.95,0.32,153453.1514126649
0.95,0.33,148952.2762871681
0.95,0.34,145345.54643669917
0.95,0.35,141149.29446906736
0.95,0.36,137626.33194772608
0.95,0.37,133583.60004014976
0.95,0.38,130987.09152835763
0.95,0.39,125158.83935978821
0.95,0.4,122006.21859546442
0.95,0.41,117119.54223768928
0.95,0.42,116311.5449176682
0.95,0.43,106615.35073942205
0.95,0.44,105546.1860345762
0.95,0.45,101649.00140331073
0.95,0.46,98112.4288809418
0.95,0.47,95253.47262629477
0.95,0.48,84104.70167667352
0.95,0.49,85049.64346112334
0.95,0.5,81610.32366161092
0.95,0.51,75160.07400233556
0.95,0.52,73455.99636094333
0.95,0.53,71290.27199727218
0.95,0.54,66084.55131761573
0.95,0.55,59651.09470025773
0.95,0.56,59906.423036496584
0.95,0.57,54390.66416436397
0.95,0.58,52758.98458783558
0.95,0.59,47107.7842735156
0.95,0.6,41954.72239946258
0.95,0.61,40512.13042336929
0.95,0.62,34727.47071935612
0.95,0.63,31251.579430803125
0.95,0.64,26185.43173845451
0.95,0.65,23511.643225762335
0.95,0.66,21637.385075270926
0.95,0.67,16743.586715508016
0.95,0.68,14419.386385742797
0.95,0.69,9107.54826626944
0.95,0.7,5729.607556615303
0.95,0.71,-2308.6407923157094
0.95,0.72,-4261.299768409009
0.95,0.73,-5711.359749438155
0.95,0.74,-9554.960203740116
0.95,0.75,-13734.465947555274
0.95,0.76,-17702.908332762672
0.95,0.77,-18861.199245147283
0.95,0.78,-22883.773280591002
0.95,0.79,-28225.595418075
0.95,0.8,-28481.856767006026
0.95,0.81,-35909.131386156885
0.95,0.82,-37912.87259485082
0.95,0.83,-42567.711856549075
0.95,0.84,-43374.19138398138
0.95,0.85,-45362.82483956604
0.95,0.86,-47730.68751909493
0.95,0.87,-48765.84901178863
0.95,0.88,-55627.41042795393
0.95,0.89,-58540.18659697342
0.95,0.9,-65187.12245321073
0.95,0.91,-66315.8401919625
0.95,0.92,-68237.70668805424
0.95,0.93,-74010.7666869665
0.95,0.94,-74908.40345161279
0.95,0.95,-80457.726550255
0.95,0.96,-85255.8281759469
0.95,0.97,-86513.2854393105
0.95,0.98,-89474.54074625677
0.95,0.99,-92100.75896693772
0.95,1.0,-94996.11115800362
0.96,0.0,137488.75148315317
0.96,0.01,177128.21145134093
0.96,0.02,205980.4080280954
0.96,0.03,223865.25380197566
0.96,0.04,232539.52402021154
0.96,0.05,241015.5773041512
0.96,0.06,241904.92862269463
0.96,0.07,242206.22527350852
0.96,0.08,241589.78068435533
0.96,0.09,240140.1632904914
0.96,0.1,237965.95611538825
0.96,0.11,235344.66583484667
0.96,0.12,229998.91937958452
0.96,0.13,230059.51797611127
0.96,0.14,225170.50641631093
0.96,0.15,220769.29454501093
0.96,0.16,217471.56179696502
0.96,0.17,212403.10805526524
0.96,0.18,210633.97145438008
0.96,0.19,205505.98211974645
0.96,0.2,200878.50103206365
0.96,0.21,196510.1411930043
0.96,0.22,193081.5249724582
0.96,0.23,191546.0409882259
0.96,0.24,186739.5688008805
0.96,0.25,182257.56363724693
0.96,0.26,177964.70404213032
0.96,0.27,172972.27787420579
0.96,0.28,169595.87235382473
0.96,0.29,164503.1777992152
0.96,0.3,162723.6905181635
0.96,0.31,155495.70590856177
0.96,0.32,155377.27700463863
0.96,0.33,149333.91549297405
0.96,0.34,143262.98170839672
0.96,0.35,143696.7757742208
0.96,0.36,138145.5842552499
0.96,0.37,134686.1971145628
0.96,0.38,130253.20973980469
0.96,0.39,123912.16487344058
0.96,0.4,120870.34203342105
0.96,0.41,117640.90262654985
0.96,0.42,114017.19266481407
0.96,0.43,108802.34002066872
0.96,0.44,104633.81864667588
0.96,0.45,103735.13422884521
0.96,0.46,97229.01108815809
0.96,0.47,96927.39348182696
0.96,0.48,88818.02570397832
0.96,0.49,86579.64526428893
0.96,0.5,79497.24533492126
0.96,0.51,76067.24976685432
0.96,0.52,71558.92561276989
0.96,0.53,70616.94043132059
0.96,0.54,65480.77621365503
0.96,0.55,60554.59209853994
0.96,0.56,60061.25823743417
0.96,0.57,53519.23619295144
0.96,0.58,51898.68031255232
0.96,0.59,47481.10057360561
0.96,0.6,41942.13802886776
0.96,0.61,41230.186284925076
0.96,0.62,34613.97466109344
0.96,0.63,31285.43832696997
0.96,0.64,25990.643442017652
0.96,0.65,24445.16891246998
0.96,0.66,22369.926443877914
0.96,0.67,15924.174078024014
0.96,0.68,10554.922980409392
0.96,0.69,10221.096445475854
0.96,0.7,5179.627608659425
0.96,0.71,1786.2585294380915
0.96,0.72,57.316391826539984
0.96,0.73,-5510.157775587762
0.96,0.74,-7694.742754118908
0.96,0.75,-11750.819785076816
0.96,0.76,-15719.557117917597
0.96,0.77,-20023.945291550444
0.96,0.78,-23917.475589269998
0.96,0.79,-28148.6894828113
0.96,0.8,-28511.762108180716
0.96,0.81,-35454.53681866751
0.96,0.82,-35042.92557401969
0.96,0.83,-41802.53134571717
0.96,0.84,-43842.08571694971
0.96,0.85,-45458.20974406678
0.96,0.86,-45139.810769383716
0.96,0.87,-48237.03272887661
0.96,0.88,-55136.50089719098
0.96,0.89,-57107.62383360983
0.96,0.9,-61309.54752243284
0.96,0.91,-65745.7272382381
0.96,0.92,-66957.69485040517
0.96,0.93,-73165.50247224898
0.96,0.94,-75089.23585130523
0.96,0.95,-81630.14620600475
0.96,0.96,-86167.18060223896
0.96,0.97,-86017.44650205897
0.96,0.98,-89792.891416364
0.96,0.99,-92100.75896693772
0.96,1.0,-94996.11115800362
0.97,0.0,137488.75148315317
0.97,0.01,178553.14680501283
0.97,0.02,204096.7338846553
0.97,0.03,221855.91027717618
0.97,0.04,229981.95846553467
0.97,0.05,241014.35383536413
0.97,0.06,243079.06941361807
0.97,0.07,241373.2745879559
0.97,0.08,238931.97794753124
0.97,0.09,240438.16577408602
0.97,0.1,235368.27972620522
0.97,0.11,234422.83181030222
0.97,0.12,231495.28292470492
0.97,0.13,228624.15134343563
0.97,0.14,224718.36313858975
0.97,0.15,221645.197933549
0.97,0.16,219110.9076873634
0.97,0.17,212649.26514179292
0.97,0.18,209653.93947405607
0.97,0.19,206814.35108173732
0.97,0.2,200905.4043131828
0.97,0.21,199790.2638738159
0.97,0.22,194153.31705744797
0.97,0.23,191236.10633696197
0.97,0.24,187860.76181068478
0.97,0.25,181619.03362910796
0.97,0.26,180017.2964006105
0.97,0.27,173749.07709167642
0.97,0.28,172702.38632748017
0.97,0.29,165108.87828614036
0.97,0.3,161928.96125954078
0.97,0.31,158586.7797909487
0.97,0.32,153332.8227569152
0.97,0.33,148432.39392926538
0.97,0.34,145596.4613433153
0.97,0.35,143503.02089689727
0.97,0.36,134951.89449906506
0.97,0.37,134868.9235798242
0.97,0.38,130341.45822839517
0.97,0.39,122575.79765045656
0.97,0.4,121964.2135730955
0.97,0.41,117551.63994676586
0.97,0.42,113501.47322871769
0.97,0.43,106722.32213546132
0.97,0.44,106825.22285235435
0.97,0.45,100808.84068904325
0.97,0.46,98652.57404752348
0.97,0.47,91407.67584549809
0.97,0.48,90388.54829640198
0.97,0.49,82770.13492651227
0.97,0.5,80140.36821692553
0.97,0.51,77230.65212347425
0.97,0.52,74395.55201412768
0.97,0.53,69054.21339331147
0.97,0.54,66648.53002636982
0.97,0.55,59779.78050188553
0.97,0.56,58848.2525900785
