alpha,epsilon,performance
0.81,0.95,-78179.0939175793
0.81,0.96,-86763.81558224051
0.81,0.97,-84947.15021139062
0.81,0.98,-89636.49166690788
0.81,0.99,-91153.49640925264
0.81,1.0,-94996.11115800362
0.82,0.0,137933.78120402189
0.82,0.01,176937.73922285077
0.82,0.02,211897.02646617955
0.82,0.03,221286.51262219175
0.82,0.04,231810.6844869433
0.82,0.05,238491.91000079067
0.82,0.06,239598.3584447107
0.82,0.07,242592.15645598536
0.82,0.08,239485.07142913056
0.82,0.09,238569.71973876984
0.82,0.1,235950.54543156846
0.82,0.11,232381.63815128195
0.82,0.12,231498.49871287527
0.82,0.13,227751.69403104333
0.82,0.14,224021.83776818993
0.82,0.15,220653.9573865682
0.82,0.16,217180.31130728676
0.82,0.17,214774.85951367038
0.82,0.18,208112.2569106699
0.82,0.19,205822.36493432155
0.82,0.2,201007.22997713886
0.82,0.21,198195.43201661838
0.82,0.22,191449.00013372133
0.82,0.23,190139.3375439906
0.82,0.24,185341.172304151
0.82,0.25,180534.779163269
0.82,0.26,176948.78866346396
0.82,0.27,171387.49911167487
0.82,0.28,169795.16689772988
0.82,0.29,165093.39432402194
0.82,0.3,158744.99288253975
0.82,0.31,155221.3341341112
0.82,0.32,152291.94488311725
0.82,0.33,151018.85172544714
0.82,0.34,143958.5332141652
0.82,0.35,140833.2146368042
0.82,0.36,136670.61410264313
0.82,0.37,134232.66595702016
0.82,0.38,129196.52869340152
0.82,0.39,122190.38708873568
0.82,0.4,118751.80273954959
0.82,0.41,115869.9963454981
0.82,0.42,113080.11928486498
0.82,0.43,107059.56880063271
0.82,0.44,104327.57345509976
0.82,0.45,101078.20595407218
0.82,0.46,95972.79493933203
0.82,0.47,92107.24612014361
0.82,0.48,85010.88639376151
0.82,0.49,84658.0900856601
0.82,0.5,78893.93791023437
0.82,0.51,77394.9810266923
0.82,0.52,74950.95597349304
0.82,0.53,68657.7543816469
0.82,0.54,63987.25790016772
0.82,0.55,59918.04542452445
0.82,0.56,57860.46950586117
0.82,0.57,53478.27843510126
0.82,0.58,52939.028471122554
0.82,0.59,48099.83774909873
0.82,0.6,41697.87478255463
0.82,0.61,38447.08771781834
0.82,0.62,34063.43597964413
0.82,0.63,31182.413763388824
0.82,0.64,25782.065793319114
0.82,0.65,21224.41005552755
0.82,0.66,21507.581583027255
0.82,0.67,12822.928858565583
0.82,0.68,10914.220533863754
0.82,0.69,9813.569471820398
0.82,0.7,3510.607319273775
0.82,0.71,399.7612645367144
0.82,0.72,1924.0002480638486
0.82,0.73,-1625.199580418669
0.82,0.74,-9824.46100690569
0.82,0.75,-16709.89445793714
0.82,0.76,-17217.367216687373
0.82,0.77,-23377.31209977941
0.82,0.78,-23005.835990627776
0.82,0.79,-25063.787975887644
0.82,0.8,-29133.33966317286
0.82,0.81,-32938.225609140914
0.82,0.82,-35539.62437846797
0.82,0.83,-36215.25344262668
0.82,0.84,-45119.85905857443
0.82,0.85,-48161.170240091145
0.82,0.86,-50073.42087840781
0.82,0.87,-53710.53038878967
0.82,0.88,-55108.10942205788
0.82,0.89,-57463.614114406504
0.82,0.9,-61782.972410010676
0.82,0.91,-66301.02985995437
0.82,0.92,-67374.64836302995
0.82,0.93,-74117.27509454281
0.82,0.94,-75388.29483906309
0.82,0.95,-76927.6435553184
0.82,0.96,-87381.95963204173
0.82,0.97,-83101.79727260131
0.82,0.98,-89804.95378086781
0.82,0.99,-91153.49640925264
0.82,1.0,-94996.11115800362
0.83,0.0,137933.78120402189
0.83,0.01,176446.12630142702
0.83,0.02,214693.99446207634
0.83,0.03,223420.27709873504
0.83,0.04,229827.02070928976
0.83,0.05,237762.27478588556
0.83,0.06,239852.15801649826
0.83,0.07,242411.65441663342
0.83,0.08,238514.07383811718
0.83,0.09,237067.63987484356
0.83,0.1,236399.25222319696
0.83,0.11,234526.92146662224
0.83,0.12,229832.03206148386
0.83,0.13,227126.2340315535
0.83,0.14,224565.73858135467
0.83,0.15,220788.3952720981
0.83,0.16,216455.76634978168
0.83,0.17,211898.30478337998
0.83,0.18,207483.78354674368
0.83,0.19,206900.38882799033
0.83,0.2,201174.90328665057
0.83,0.21,198709.06648553297
0.83,0.22,192434.4163269026
0.83,0.23,189719.12606590946
0.83,0.24,187206.5490995603
0.83,0.25,181383.7519388747
0.83,0.26,179443.83776460416
0.83,0.27,172143.40351630317
0.83,0.28,169808.95796047832
0.83,0.29,164724.50019736984
0.83,0.3,160359.18788183457
0.83,0.31,156689.45983344363
0.83,0.32,155793.51001592053
0.83,0.33,146426.58407911906
0.83,0.34,144391.53903957215
0.83,0.35,141386.202561686
0.83,0.36,136716.90718307978
0.83,0.37,132151.9878039634
0.83,0.38,126815.46325146919
0.83,0.39,121093.13972012867
0.83,0.4,120646.86209450418
0.83,0.41,117521.17500669387
0.83,0.42,112182.227596492
0.83,0.43,106897.05767513573
0.83,0.44,106187.41965347198
0.83,0.45,99289.07002233405
0.83,0.46,97935.633070275
0.83,0.47,91399.59295696003
0.83,0.48,89849.54893849937
0.83,0.49,84579.65257944154
0.83,0.5,78285.4893663292
0.83,0.51,74280.696339152
0.83,0.52,72455.30707803128
0.83,0.53,69323.6400981573
0.83,0.54,64627.95301034696
0.83,0.55,62456.30158617025
0.83,0.56,56955.08479255386
0.83,0.57,53399.66739555436
0.83,0.58,52603.31774768848
0.83,0.59,43224.9538299854
0.83,0.6,41036.23984799604
0.83,0.61,38888.01943407364
0.83,0.62,34836.22619839743
0.83,0.63,28749.73300355083
0.83,0.64,23577.64912199657
0.83,0.65,22697.450157695384
0.83,0.66,20789.838677438758
0.83,0.67,16647.054273575734
0.83,0.68,14019.00174236274
0.83,0.69,10516.763561296062
0.83,0.7,2613.6644305407726
0.83,0.71,847.0040835975742
0.83,0.72,-1022.4812691141333
0.83,0.73,-6150.814684251827
0.83,0.74,-7234.563663743189
0.83,0.75,-15551.560794175988
0.83,0.76,-13590.975098691655
0.83,0.77,-21590.52742800684
0.83,0.78,-23711.87234910799
0.83,0.79,-29402.187920573
0.83,0.8,-31000.734788797366
0.83,0.81,-33105.61093736834
0.83,0.82,-33968.3109002593
0.83,0.83,-37998.68000960588
0.83,0.84,-41513.185286171814
0.83,0.85,-47014.19533366998
0.83,0.86,-50515.17601980005
0.83,0.87,-52406.18867003637
0.83,0.88,-55135.22321791717
0.83,0.89,-57183.11487680988
0.83,0.9,-64129.092283936145
0.83,0.91,-66393.81232476575
0.83,0.92,-67055.67577515947
0.83,0.93,-73594.13397282654
0.83,0.94,-73070.64324593428
0.83,0.95,-79608.79375298548
0.83,0.96,-86276.70170998038
0.83,0.97,-83351.34478990683
0.83,0.98,-89804.95378086781
0.83,0.99,-91153.49640925264
0.83,1.0,-94996.11115800362
0.84,0.0,137933.78120402189
0.84,0.01,178518.7107779704
0.84,0.02,217747.66766981015
0.84,0.03,225364.50727479844
0.84,0.04,232319.37989855552
0.84,0.05,240130.46643579926
0.84,0.06,241229.7817397975
0.84,0.07,241167.02967781416
0.84,0.08,240510.28333760705
0.84,0.09,240210.98303142592
0.84,0.1,238296.0347332564
0.84,0.11,233925.37219294425
0.84,0.12,231751.19118211238
0.84,0.13,227810.21455783062
0.84,0.14,223228.79755065183
0.84,0.15,220059.78807808418
0.84,0.16,214470.85130363365
0.84,0.17,213035.39481882373
0.84,0.18,209378.04733991
0.84,0.19,205328.45038509785
0.84,0.2,201625.83882683516
0.84,0.21,197502.00754636095
0.84,0.22,194807.35044771875
0.84,0.23,189703.98800187826
0.84,0.24,185812.9576592332
0.84,0.25,184255.66557719136
0.84,0.26,177460.33224165768
0.84,0.27,172903.85060930444
0.84,0.28,167049.87010424107
0.84,0.29,166177.28618006431
0.84,0.3,160040.37593234092
0.84,0.31,155127.47366038838
0.84,0.32,154386.87240888426
0.84,0.33,148526.54674525067
0.84,0.34,146128.8571666069
0.84,0.35,139041.2259557375
0.84,0.36,137716.8384353564
0.84,0.37,133115.76794875367
0.84,0.38,124625.1763106921
0.84,0.39,124583.84671660308
0.84,0.4,121772.69694721588
0.84,0.41,116462.58783729177
0.84,0.42,112431.40383408862
0.84,0.43,107298.05895945801
0.84,0.44,103288.90505258685
0.84,0.45,100617.16851195219
0.84,0.46,95766.50458226205
0.84,0.47,91486.22868346967
0.84,0.48,88844.29289600441
0.84,0.49,83113.19758014669
0.84,0.5,82631.71749842734
0.84,0.51,76060.24692766745
0.84,0.52,73931.80031736066
0.84,0.53,69418.66575839286
0.84,0.54,63361.80511264237
0.84,0.55,61664.209913565
0.84,0.56,55397.20848772296
0.84,0.57,56960.981443495315
0.84,0.58,52726.86214712585
0.84,0.59,44469.21704155994
0.84,0.6,39702.57430338575
0.84,0.61,37700.57705617253
0.84,0.62,33327.30277031249
0.84,0.63,30399.13550496107
0.84,0.64,25801.40806245122
0.84,0.65,22840.41871006199
0.84,0.66,20287.61785863298
0.84,0.67,16076.175446631
0.84,0.68,10678.726780754487
0.84,0.69,10880.475975923575
0.84,0.7,6131.0315674472
0.84,0.71,-929.7786331679126
0.84,0.72,-2279.8417045053857
0.84,0.73,-5545.33695819223
0.84,0.74,-7423.517006200571
0.84,0.75,-9566.604464283228
0.84,0.76,-19131.94263202001
0.84,0.77,-18034.473871859533
0.84,0.78,-22661.349638621185
0.84,0.79,-26045.99404286684
0.84,0.8,-24720.884456084117
0.84,0.81,-31869.14896358535
0.84,0.82,-36360.34894724004
0.84,0.83,-34529.20037327703
0.84,0.84,-39647.10561004098
0.84,0.85,-49185.904205735176
0.84,0.86,-49573.997554666195
0.84,0.87,-55255.81951980005
0.84,0.88,-53317.82121400893
0.84,0.89,-57145.284451605534
0.84,0.9,-62804.71567715496
0.84,0.91,-63904.098514998994
0.84,0.92,-68936.91199698833
0.84,0.93,-71669.70555640616
0.84,0.94,-74466.38496622538
0.84,0.95,-79402.62125356306
0.84,0.96,-84677.96008365076
0.84,0.97,-83697.12088374076
0.84,0.98,-89099.77702526054
0.84,0.99,-91153.49640925264
0.84,1.0,-94996.11115800362
0.85,0.0,136828.41199706067
0.85,0.01,175704.94304312684
0.85,0.02,213842.1395286128
0.85,0.03,226186.53206380148
0.85,0.04,237169.24324043517
0.85,0.05,236714.5771012257
0.85,0.06,239079.74029992044
0.85,0.07,240256.73693201842
0.85,0.08,239050.81616140873
0.85,0.09,238592.43670511892
0.85,0.1,236003.6063099124
0.85,0.11,230574.3691275703
0.85,0.12,231532.2246179536
0.85,0.13,226683.4085860355
0.85,0.14,224636.9609575231
0.85,0.15,221417.80831356545
0.85,0.16,216738.6504517546
0.85,0.17,213787.52266954762
0.85,0.18,210163.35099989042
0.85,0.19,206015.04985728292
0.85,0.2,201297.9746799969
0.85,0.21,199016.42768294492
0.85,0.22,192633.29494323302
0.85,0.23,191576.27489875018
0.85,0.24,186647.20635574512
0.85,0.25,182118.79728498522
0.85,0.26,179003.59325742538
0.85,0.27,172938.56853668427
0.85,0.28,169617.69058469264
0.85,0.29,164275.45143740432
0.85,0.3,160329.55832555972
0.85,0.31,156025.49960917688
0.85,0.32,152511.35725537743
0.85,0.33,148788.35538946337
0.85,0.34,147121.26661007694
0.85,0.35,140558.75082870273
0.85,0.36,135064.44293913708
0.85,0.37,132452.40693933202
0.85,0.38,128805.01499996513
0.85,0.39,125034.32976076336
0.85,0.4,120428.03744888124
0.85,0.41,114450.2829905435
0.85,0.42,112238.66696535409
0.85,0.43,109058.48676461144
0.85,0.44,99393.07027698107
0.85,0.45,100096.37693708914
0.85,0.46,95087.44001079704
0.85,0.47,95880.90530569611
0.85,0.48,86296.894688083
0.85,0.49,84322.47835645753
0.85,0.5,79495.11494804853
0.85,0.51,76108.21871718066
0.85,0.52,74563.96480101533
0.85,0.53,68425.07688023667
0.85,0.54,64517.06736305869
0.85,0.55,59531.233633728574
0.85,0.56,57789.55390119533
0.85,0.57,51889.713780311715
0.85,0.58,48384.849524831996
0.85,0.59,46335.83357053004
0.85,0.6,41137.139465414184
0.85,0.61,37655.77053957213
0.85,0.62,34828.370160583276
0.85,0.63,30048.9726539147
0.85,0.64,24059.38814462058
0.85,0.65,21632.231786462853
0.85,0.66,19122.11907764138
0.85,0.67,13387.456100265383
0.85,0.68,9539.790690828793
0.85,0.69,7060.443914262857
0.85,0.7,2357.223989381011
0.85,0.71,-503.04077135703574
0.85,0.72,-2513.6949155697566
0.85,0.73,-8538.257828337002
0.85,0.74,-9895.246834878035
0.85,0.75,-17565.92095191354
0.85,0.76,-18535.247033955362
0.85,0.77,-17767.48980026698
0.85,0.78,-20174.789079525857
0.85,0.79,-26483.385505435304
0.85,0.8,-29512.086900064358
0.85,0.81,-30564.39518554177
0.85,0.82,-38599.47545429124
0.85,0.83,-40507.25466279022
0.85,0.84,-42816.83728828718
0.85,0.85,-46986.189708555656
0.85,0.86,-46956.75267189664
0.85,0.87,-50252.133517557144
0.85,0.88,-52080.414896613394
0.85,0.89,-58486.2972782952
0.85,0.9,-62494.70884290394
0.85,0.91,-64816.1958832835
0.85,0.92,-70986.29914780223
0.85,0.93,-75358.06361197587
0.85,0.94,-77270.85069036455
0.85,0.95,-78795.36319247991
0.85,0.96,-83502.46103904049
0.85,0.97,-86330.10530439188
0.85,0.98,-89099.77702526054
0.85,0.99,-91153.49640925264
0.85,1.0,-94996.11115800362
0.86,0.0,136828.41199706067
0.86,0.01,178215.65933540033
0.86,0.02,212962.6933065217
0.86,0.03,221409.3854600958
0.86,0.04,233653.68438983898
0.86,0.05,237053.2633865009
0.86,0.06,242738.4719089446
0.86,0.07,242121.67620114333
0.86,0.08,241102.0476995455
0.86,0.09,240378.88229914795
0.86,0.1,237166.30183600183
0.86,0.11,233337.20315416987
0.86,0.12,230519.70415942091
0.86,0.13,228580.29957757395
0.86,0.14,224775.80685368986
0.86,0.15,220874.57617992954
0.86,0.16,216322.2150185388
0.86,0.17,213937.56691079747
0.86,0.18,210233.05489785018
0.86,0.19,205525.7928768313
0.86,0.2,202435.16543361638
0.86,0.21,196742.59545149948
0.86,0.22,192227.5266439756
0.86,0.23,189996.90600610897
0.86,0.24,186629.93446182122
0.86,0.25,182781.15373249108
0.86,0.26,176593.71853597913
0.86,0.27,174099.4508100471
0.86,0.28,169021.23975986324
0.86,0.29,164016.4234223417
0.86,0.3,163636.53848259215
0.86,0.31,158046.50134427552
0.86,0.32,151955.55860680647
0.86,0.33,148130.63642843268
0.86,0.34,147940.3275957195
0.86,0.35,140295.1745647616
0.86,0.36,136275.75646938986
0.86,0.37,131762.15892003864
0.86,0.38,129859.22696266117
0.86,0.39,123616.62332716497
0.86,0.4,120209.97717904401
0.86,0.41,117851.64583011302
0.86,0.42,114266.54990260563
0.86,0.43,108559.74832748744
0.86,0.44,102816.13801490022
0.86,0.45,101528.36884678081
0.86,0.46,94857.64822801253
0.86,0.47,92494.6887435252
0.86,0.48,85139.65628864565
0.86,0.49,86058.86433351104
0.86,0.5,78393.86939953004
0.86,0.51,77707.52426627674
0.86,0.52,72697.82924448539
0.86,0.53,68262.82083408859
0.86,0.54,63770.415240509756
0.86,0.55,62360.7814259347
0.86,0.56,57959.74587305791
0.86,0.57,54422.38016340377
0.86,0.58,52787.74618378486
0.86,0.59,45952.09980774402
0.86,0.6,42171.80714776355
0.86,0.61,39698.66616647932
0.86,0.62,34994.75255912056
0.86,0.63,29782.645591616252
0.86,0.64,26897.32108751307
0.86,0.65,23306.967521238992
0.86,0.66,19505.972845813263
0.86,0.67,14795.774863951461
0.86,0.68,13763.497118276027
0.86,0.69,13574.375148528821
0.86,0.7,6442.005929002986
0.86,0.71,339.6195146979562
0.86,0.72,-2735.6748939059617
0.86,0.73,-2507.833610416363
0.86,0.74,-7810.041503380089
0.86,0.75,-13642.72670950862
0.86,0.76,-15582.371393268244
0.86,0.77,-20810.945215022042
0.86,0.78,-24609.146836160726
0.86,0.79,-27362.002850390687
0.86,0.8,-27012.67548172355
0.86,0.81,-31403.70917304455
0.86,0.82,-36322.33995781685
0.86,0.83,-40565.64915324103
0.86,0.84,-39751.59797159676
0.86,0.85,-47873.1366311946
0.86,0.86,-51796.66146282008
0.86,0.87,-51975.97513741314
0.86,0.88,-53391.810249707734
0.86,0.89,-55516.56930290702
0.86,0.9,-60663.76937834766
0.86,0.91,-65465.04691270362
0.86,0.92,-69958.34442680601
0.86,0.93,-74464.91723067671
0.86,0.94,-76378.78875888154
0.86,0.95,-78597.92308416094
0.86,0.96,-82424.14669100952
0.86,0.97,-87171.78290751991
0.86,0.98,-88797.5810822405
0.86,0.99,-91153.49640925264
0.86,1.0,-94996.11115800362
0.87,0.0,136828.41199706067
0.87,0.01,174569.52435930702
0.87,0.02,211494.19988530024
0.87,0.03,225268.86096880512
0.87,0.04,235268.07575626316
0.87,0.05,237627.06415095224
0.87,0.06,241409.64324518334
0.87,0.07,242845.46536023106
0.87,0.08,241159.4466278254
0.87,0.09,240581.7421439083
0.87,0.1,236216.23578466277
0.87,0.11,233594.10626645724
0.87,0.12,231655.21181023476
0.87,0.13,227479.8879354766
0.87,0.14,226031.22532613014
0.87,0.15,222376.95993175608
0.87,0.16,217480.61286888
0.87,0.17,214230.42673184612
0.87,0.18,211172.85334811636
0.87,0.19,204617.21440144317
0.87,0.2,201470.7499412451
0.87,0.21,198949.83135164197
0.87,0.22,194264.6866981351
0.87,0.23,190115.80504956408
0.87,0.24,186079.40517634375
0.87,0.25,180676.79588894593
0.87,0.26,177865.72272967058
0.87,0.27,171900.5101816021
0.87,0.28,168500.8348199188
0.87,0.29,166378.77013590408
0.87,0.3,162956.63157020757
0.87,0.31,154760.6538681822
0.87,0.32,154437.7735661718
0.87,0.33,149038.09761917614
0.87,0.34,144416.5148870929
0.87,0.35,139875.98855559502
0.87,0.36,137769.2280148328
0.87,0.37,131813.43452425447
0.87,0.38,129698.03069506683
0.87,0.39,125522.12030620629
0.87,0.4,121985.19738388987
0.87,0.41,117924.5061878881
0.87,0.42,112863.20201714314
0.87,0.43,109298.72151336243
0.87,0.44,104134.03059296639
0.87,0.45,102265.47787094257
0.87,0.46,97334.63719173618
0.87,0.47,93301.17810367074
0.87,0.48,87145.29239459416
0.87,0.49,85558.85214891876
0.87,0.5,82275.99332735987
0.87,0.51,75358.68326839211
0.87,0.52,73837.722490671
0.87,0.53,69753.44709168369
0.87,0.54,67378.0394989375
0.87,0.55,59528.54522717986
0.87,0.56,58354.820345880675
0.87,0.57,57929.05546714692
0.87,0.58,48524.64445221183
0.87,0.59,45382.80136414641
0.87,0.6,38373.536510152
0.87,0.61,40816.413795756984
0.87,0.62,32165.726801653007
0.87,0.63,32909.64768980844
0.87,0.64,27587.923726789948
0.87,0.65,25484.883708201723
0.87,0.66,21571.682931635783
0.87,0.67,17615.509407534137
0.87,0.68,13483.707381767166
0.87,0.69,10333.954559308244
0.87,0.7,5886.2723276076795
0.87,0.71,763.9870394373256
0.87,0.72,-1957.6338148121695
0.87,0.73,-5597.545046707679
0.87,0.74,-9072.577683614105
0.87,0.75,-14329.486152656202
0.87,0.76,-14505.15612778929
0.87,0.77,-18093.00459446093
0.87,0.78,-23655.49489807654
0.87,0.79,-27741.666217009864
0.87,0.8,-25933.05128725958
0.87,0.81,-31758.084058957065
0.87,0.82,-34638.1071968237
0.87,0.83,-38577.44864042131
0.87,0.84,-42709.7458537286
0.87,0.85,-48383.31611190124
0.87,0.86,-48990.960104212325
0.87,0.87,-49904.10110292962
0.87,0.88,-54806.67332104521
0.87,0.89,-59014.14842475082
0.87,0.9,-59433.93361850966
0.87,0.91,-65868.19935149293
0.87,0.92,-72246.04123420232
0.87,0.93,-73736.80890206665
0.87,0.94,-74828.41667011101
0.87,0.95,-75633.54993052657
0.87,0.96,-83077.15157480667
0.87,0.97,-84890.26925657847
0.87,0.98,-88797.5810822405
0.87,0.99,-91153.49640925264
0.87,1.0,-94996.11115800362
0.88,0.0,137488.75148315317
0.88,0.01,180521.79016804622
0.88,0.02,205960.92766685487
0.88,0.03,222212.60391900397
0.88,0.04,236357.26860807475
0.88,0.05,240710.7010428283
0.88,0.06,240120.33037529374
0.88,0.07,241445.2143204892
0.88,0.08,240350.12062916823
0.88,0.09,238355.07126017852
0.88,0.1,236796.11394336057
0.88,0.11,235270.78656808496
0.88,0.12,231963.4080553928
0.88,0.13,227676.37163788467
0.88,0.14,223352.90876786746
0.88,0.15,221954.88796213648
0.88,0.16,217824.2497491517
0.88,0.17,212436.17422300202
0.88,0.18,212579.96106616457
0.88,0.19,207481.66529491707
0.88,0.2,200927.3892222969
0.88,0.21,198794.6202105048
0.88,0.22,193689.37573639935
0.88,0.23,191707.21347835418
0.88,0.24,186061.5458813172
0.88,0.25,180246.22745406488
0.88,0.26,177271.32479523958
0.88,0.27,172124.41725576005
0.88,0.28,170447.41060411354
0.88,0.29,165927.5017051262
0.88,0.3,161006.22546906737
0.88,0.31,157662.5682121774
0.88,0.32,153266.56793631657
0.88,0.33,147834.78830505116
0.88,0.34,144060.80802649734
0.88,0.35,141675.5475380344
0.88,0.36,134456.83889145122
0.88,0.37,137448.17368141448
0.88,0.38,130430.98751092458
0.88,0.39,124648.64926864719
0.88,0.4,119545.31145618751
0.88,0.41,115479.98297278794
0.88,0.42,113687.78803598645
0.88,0.43,109916.5977148102
0.88,0.44,104032.70867468574
0.88,0.45,103676.98301233478
0.88,0.46,98641.91736703436
0.88,0.47,94099.86224942128
0.88,0.48,88573.2093685721
0.88,0.49,84506.6465259872
0.88,0.5,81314.89121538778
0.88,0.51,77609.57052880767
0.88,0.52,72286.9722432027
0.88,0.53,69851.88082242403
0.88,0.54,62518.84061642303
0.88,0.55,61690.8312008353
0.88,0.56,58281.80146099578
0.88,0.57,53847.34515481476
0.88,0.58,51944.08461231985
0.88,0.59,42964.48447515833
0.88,0.6,41102.22372076636
0.88,0.61,41540.99086933735
0.88,0.62,35172.966261851034
0.88,0.63,31864.138431508243
0.88,0.64,26471.29934498061
0.88,0.65,25708.690597062265
0.88,0.66,18685.41083677425
0.88,0.67,16851.29314276031
0.88,0.68,15814.482633916221
0.88,0.69,9894.345957207806
0.88,0.7,5335.398841770235
0.88,0.71,1066.5514536148085
0.88,0.72,-3704.685712966827
0.88,0.73,-5232.504279818487
0.88,0.74,-10179.271924736324
0.88,0.75,-13162.841689510162
0.88,0.76,-14532.291344877267
0.88,0.77,-18184.96491646982
0.88,0.78,-21555.981130864864
0.88,0.79,-25108.811972234493
0.88,0.8,-28535.559763863053
0.88,0.81,-30961.169240533927
0.88,0.82,-38415.122786171814
0.88,0.83,-38848.64535738174
0.88,0.84,-43016.64563285992
0.88,0.85,-45964.25690929832
0.88,0.86,-48559.91725867938
0.88,0.87,-52027.13997884291
0.88,0.88,-54905.188808930616
0.88,0.89,-57661.83657934541
0.88,0.9,-62080.817660299464
0.88,0.91,-63539.47557575964
0.88,0.92,-69914.1795574939
0.88,0.93,-73272.49304993251
0.88,0.94,-76029.89445302304
0.88,0.95,-77408.1273337446
0.88,0.96,-84290.92823869537
0.88,0.97,-86280.5046829981
0.88,0.98,-88893.28942155492
0.88,0.99,-91153.49640925264
0.88,1.0,-94996.11115800362
0.89,0.0,137488.75148315317
0.89,0.01,182168.38537635747
0.89,0.02,211180.01760359626
0.89,0.03,226651.10685260227
0.89,0.04,236160.8264233021
0.89,0.05,241805.90331838114
0.89,0.06,241457.7930975726
0.89,0.07,240722.5886505095
0.89,0.08,240575.17845438747
0.89,0.09,239302.35380824702
0.89,0.1,237813.29991323533
0.89,0.11,233092.21777267574
0.89,0.12,232136.9917837627
0.89,0.13,227317.18312198936
0.89,0.14,224221.35563634685
0.89,0.15,221899.05390688922
0.89,0.16,216332.49826139375
0.89,0.17,214427.62252206443
0.89,0.18,209810.0239531648
0.89,0.19,206194.05310430125
0.89,0.2,199414.04234247532
0.89,0.21,197165.32286567692
0.89,0.22,192439.60079325174
0.89,0.23,190614.22769544215
0.89,0.24,186148.6029927791
0.89,0.25,180804.62302456968
0.89,0.26,177230.94059737748
0.89,0.27,173606.73918621545
0.89,0.28,168841.55980024274
0.89,0.29,163116.17185452982
0.89,0.3,164870.85346047836
0.89,0.31,156986.46965686278
0.89,0.32,152794.71491362515
0.89,0.33,150726.21159007848
0.89,0.34,143569.86207700372
0.89,0.35,142813.35799835998
0.89,0.36,136804.33170685894
0.89,0.37,131797.90033729174
0.89,0.38,128743.15136741695
0.89,0.39,122368.13127569841
0.89,0.4,120992.55216609674
0.89,0.41,115670.79637895401
0.89,0.42,116021.46655790534
0.89,0.43,106667.0678101819
0.89,0.44,105367.22838953082
0.89,0.45,98535.64386575166
0.89,0.46,96879.1420106695
0.89,0.47,93046.6741179007
0.89,0.48,86446.13490542608
0.89,0.49,85782.9313919013
0.89,0.5,82915.52407399555
0.89,0.51,75223.10999208126
0.89,0.52,72864.03696182846
0.89,0.53,67731.11938363472
0.89,0.54,63277.124993874095
0.89,0.55,60853.630988810735
0.89,0.56,56798.85344606069
0.89,0.57,53388.74561866594
0.89,0.58,48789.27955591745
0.89,0.59,44806.37348470752
0.89,0.6,41290.05518365731
0.89,0.61,40559.24464154502
0.89,0.62,30144.476225124617
0.89,0.63,32539.94171217736
0.89,0.64,27156.690105523718
0.89,0.65,23722.628303318346
0.89,0.66,23520.73567134777
0.89,0.67,17464.30628684548
0.89,0.68,13687.993776973799
0.89,0.69,9535.008761588686
0.89,0.7,4182.284512582596
0.89,0.71,1031.8939519494788
0.89,0.72,-669.972658552253
0.89,0.73,-3997.8117050829555
0.89,0.74,-9636.619263090535
0.89,0.75,-13207.970080936098
0.89,0.76,-11665.465040556533
0.89,0.77,-17743.62396415568
0.89,0.78,-20644.733186629528
0.89,0.79,-26080.59827245204
0.89,0.8,-27705.186663555494
0.89,0.81,-33616.37141109119
0.89,0.82,-36283.48596864874
0.89,0.83,-37443.31371220881
0.89,0.84,-45865.71766522807
0.89,0.85,-48231.41843481021
0.89,0.86,-50412.117194393104
0.89,0.87,-53340.407016401994
0.89,0.88,-56891.99171176602
0.89,0.89,-59073.65784315903
0.89,0.9,-60645.02699538316
0.89,0.91,-65313.74051019069
0.89,0.92,-65971.30657197896
0.89,0.93,-72674.10137014855
0.89,0.94,-79123.17913479483
0.89,0.95,-74910.91792226005
0.89,0.96,-87126.25465652601
0.89,0.97,-86280.5046829981
0.89,0.98,-89305.59412864367
0.89,0.99,-91521.46910044609
0.89,1.0,-94996.11115800362
0.9,0.0,137488.75148315317
0.9,0.01,191368.26380680568
0.9,0.02,214417.58674787625
0.9,0.03,224232.7202583111
0.9,0.04,234708.7464088771
0.9,0.05,240106.63217679394
0.9,0.06,237769.47883465906
0.9,0.07,242459.4865831477
0.9,0.08,239062.75363480925
0.9,0.09,239468.26346656212
0.9,0.1,235550.69216077108
0.9,0.11,233405.39276222646
0.9,0.12,231696.81103238615
0.9,0.13,228717.30607596887
0.9,0.14,223614.29682940055
0.9,0.15,222265.54972819303
0.9,0.16,215844.49635958596
0.9,0.17,212689.46370005555
0.9,0.18,207715.11834273045
0.9,0.19,205969.15804687116
0.9,0.2,201986.92169262172
0.9,0.21,197112.11163339883
0.9,0.22,193976.7194382971
0.9,0.23,190222.74540285335
0.9,0.24,185207.97577863914
0.9,0.25,180226.84612853036
0.9,0.26,177179.7838064541
0.9,0.27,172552.49923422383
0.9,0.28,169258.9106648742
0.9,0.29,164044.84182876287
0.9,0.3,163278.13903546898
0.9,0.31,157414.45161033203
0.9,0.32,153690.37878409246
0.9,0.33,150132.52806559423
0.9,0.34,144345.27377524835
0.9,0.35,140726.48681389523
0.9,0.36,137225.37612302424
0.9,0.37,132761.56025922555
0.9,0.38,127803.01229736222
0.9,0.39,124125.66643817685
0.9,0.4,122333.35917058252
0.9,0.41,115410.62288555517
0.9,0.42,111775.0354784289
0.9,0.43,107337.62810873415
0.9,0.44,103999.18644144738
